Question | Wrong Answer | Expected Answer | Option ID
What were my total sales in GM PRODUCE this current Week To Date? | Total sales excluding GM this current Week To Date. | Total sales in GM PRODUCE this current Week To Date. | 3
What were my total sales in GM DELI this current Week To Date? | Total sales in the GM DELI departments this current Week To Date. | Total sales in GM DELI this current Week To Date. | 3
What were my total sales in GM BAKERY this current Week To Date? | Total sales this current Week To Date. | Total sales in GM BAKERY this current Week To Date. | 3
What were my total sales in GM MEAT this current Week To Date? | Total sales in the GM MEAT departments this current Week To Date. | Total sales in GM MEAT this current Week To Date. | 3
What were my total sales in GM GROCERY this current Week To Date? | Total sales this current Week To Date. | Total sales in GM GROCERY this current Week To Date. | 3
What were my total sales in GM PHARMACY this current Week To Date? | Total sales in the GM PHARMACY departments this current Week To Date. | Total sales in GM PHARMACY this current Week To Date. | 3
What were my total sales in GM HBC this current Week To Date? | Total sales in the HBC department this current Week To Date. | Total sales in GM HBC this current Week To Date. | 3
What were my total sales in PRODUCE DELI this current Week To Date? | Total sales in the DELI department this current Week To Date. | Total sales in PRODUCE DELI this current Week To Date. | 3
What were my total sales in PRODUCE BAKERY this current Week To Date? | Total sales excluding BAKERY this current Week To Date. | Total sales in PRODUCE BAKERY this current Week To Date. | 3
What were my total sales in PRODUCE MEAT this current Week To Date? | Total sales excluding MEAT this current Week To Date. | Total sales in PRODUCE MEAT this current Week To Date. | 3
What were my total sales in PRODUCE GROCERY this current Week To Date? | Total sales this current Week To Date. | Total sales in PRODUCE GROCERY this current Week To Date. | 3
What were my total sales in PRODUCE PHARMACY this current Week To Date? | Total sales excluding PHARMACY this current Week To Date. | Total sales in PRODUCE PHARMACY this current Week To Date. | 3
What were my total sales in PRODUCE HBC this current Week To Date? | Total sales this current Week To Date. | Total sales in PRODUCE HBC this current Week To Date. | 3
What were my total sales in DELI BAKERY this current Week To Date? | Total sales in the DELI department this current Week To Date. | Total sales in DELI BAKERY this current Week To Date. | 3
What were my total sales in DELI MEAT this current Week To Date? | Total sales in the DELI department this current Week To Date. | Total sales in DELI MEAT this current Week To Date. | 3
What were my total sales in DELI GROCERY this current Week To Date? | Total sales in the DELI department this current Week To Date. | Total sales in DELI GROCERY this current Week To Date. | 3
What were my total sales in DELI PHARMACY this current Week To Date? | Total sales in the DELI PHARMACY departments Last Week. | Total sales in DELI PHARMACY this current Week To Date. | 3
What were my total sales in DELI HBC this current Week To Date? | Total sales in store Delhi this current Week To Date. | Total sales in DELI HBC this current Week To Date. | 3
What were my total sales in BAKERY MEAT this current Week To Date? | Total sales excluding BAKERY this current Week To Date. | Total sales in BAKERY MEAT this current Week To Date. | 3
What were my total sales in BAKERY GROCERY this current Week To Date? | Total sales excluding BAKERY this current Week To Date. | Total sales in BAKERY GROCERY this current Week To Date. | 3
What were my total sales in BAKERY PHARMACY this current Week To Date? | Total sales in the BAKERY PHARMACY departments Last Week. | Total sales in BAKERY PHARMACY this current Week To Date. | 3
What were my total sales in BAKERY HBC this current Week To Date? | Total sales excluding HBC this current Week To Date. | Total sales in BAKERY HBC this current Week To Date. | 3
What were my total sales in MEAT GROCERY this current Week To Date? | Total sales excluding MEAT this current Week To Date. | Total sales in MEAT GROCERY this current Week To Date. | 3
What were my total sales in MEAT PHARMACY this current Week To Date? | Total sales in the MEAT PHARMACY departments this current Week To Date. | Total sales in MEAT PHARMACY this current Week To Date. | 3
What were my total sales in MEAT HBC this current Week To Date? | Total sales in the MEAT HBC departments this current Week To Date. | Total sales in MEAT HBC this current Week To Date. | 3
What were my total sales in GROCERY PHARMACY this current Week To Date? | Total sales in the GM PHARMACY departments Last Week. | Total sales in GROCERY PHARMACY this current Week To Date. | 3
What were my total sales in GROCERY HBC this current Week To Date? | Total sales excluding HBC this current Week To Date. | Total sales in GROCERY HBC this current Week To Date. | 3
What were my total sales in PHARMACY HBC this current Week To Date? | Total sales in the PHARMACY HBC departments Last Week. | Total sales in PHARMACY HBC this current Week To Date. | 3
What were my total sales in FLORAL SEAFOOD WTD? | Total sales in the FLORAL SEAFOOD departments WTD. | Total sales in FLORAL SEAFOOD WTD. | 3
What were my total sales in FLORAL GM WTD? | Total sales excluding GM WTD. | Total sales in FLORAL GM WTD. | 3
What were my total sales in FLORAL PRODUCE WTD? | Total sales excluding FLORAL WTD. | Total sales in FLORAL PRODUCE WTD. | 3
What were my total sales in FLORAL DELI WTD? | Total sales in the FLORAL DELI departments WTD. | Total sales in FLORAL DELI WTD. | 3
What were my total sales in FLORAL BAKERY WTD? | Total sales in the FLORAL BAKERY departments Last Week. | Total sales in FLORAL BAKERY WTD. | 3
What were my total sales in FLORAL MEAT WTD? | Total sales excluding SEAFOOD WTD. | Total sales in FLORAL MEAT WTD. | 3
What were my total sales in FLORAL GROCERY WTD? | Total sales excluding FLORAL WTD. | Total sales in FLORAL GROCERY WTD. | 3
What were my total sales in FLORAL PHARMACY WTD? | Total sales excluding FLORAL WTD. | Total sales in FLORAL PHARMACY WTD. | 3
What were my total sales in FLORAL HBC WTD? | Total sales excluding HBC WTD. | Total sales in FLORAL HBC WTD. | 3
What were my total sales in SEAFOOD GM WTD? | Total sales excluding SEAFOOD WTD. | Total sales in SEAFOOD GM WTD. | 3
What were my total sales in SEAFOOD PRODUCE WTD? | Total sales excluding SEAFOOD WTD. | Total sales in SEAFOOD PRODUCE WTD. | 3
What were my total sales in SEAFOOD DELI WTD? | Total sales in the SEAFOOD DELI departments WTD. | Total sales in SEAFOOD DELI WTD. | 3
What were my total sales in SEAFOOD BAKERY WTD? | Total sales excluding SEAFOOD YTD. | Total sales in SEAFOOD BAKERY WTD. | 3
What were my total sales in SEAFOOD MEAT WTD? | Total sales excluding SEAFOOD WTD. | Total sales in SEAFOOD MEAT WTD. | 3
What were my total sales in SEAFOOD GROCERY WTD? | Total sales excluding SEAFOOD WTD. | Total sales in SEAFOOD GROCERY WTD. | 3
What were my total sales in SEAFOOD PHARMACY WTD? | Total sales excluding SEAFOOD WTD. | Total sales in SEAFOOD PHARMACY WTD. | 3
What were my total sales in SEAFOOD HBC WTD? | Total sales in the SEAFOOD HBC departments WTD. | Total sales in SEAFOOD HBC WTD. | 3
What were my total sales in GM PRODUCE WTD? | Total sales excluding GM WTD. | Total sales in GM PRODUCE WTD. | 3
What were my total sales in GM DELI WTD? | Total sales in the GM DELI departments WTD. | Total sales in GM DELI WTD. | 3
What were my total sales in GM BAKERY WTD? | Total sales excluding BAKERY YTD. | Total sales in GM BAKERY WTD. | 3
What were my total sales in GM MEAT WTD? | Total sales in the GM MEAT departments WTD. | Total sales in GM MEAT WTD. | 3
What were my total sales in GM GROCERY WTD? | Total sales excluding GM WTD. | Total sales in GM GROCERY WTD. | 3
What were my total sales in GM PHARMACY WTD? | Total sales excluding GM WTD. | Total sales in GM PHARMACY WTD. | 3
What were my total sales in GM HBC WTD? | Total sales excluding HBC WTD. | Total sales in GM HBC WTD. | 3
What were my total sales in PRODUCE DELI WTD? | Total sales excluding DELI PTD. | Total sales in PRODUCE DELI WTD. | 3
What were my total sales in PRODUCE BAKERY WTD? | Total sales excluding BAKERY PTD. | Total sales in PRODUCE BAKERY WTD. | 3
What were my total sales in PRODUCE MEAT WTD? | Total sales excluding MEAT WTD. | Total sales in PRODUCE MEAT WTD. | 3
What were my total sales in PRODUCE GROCERY WTD? | Total sales WTD. | Total sales in PRODUCE GROCERY WTD. | 3
What were my total sales in PRODUCE PHARMACY WTD? | Total sales excluding PHARMACY WTD. | Total sales in PRODUCE PHARMACY WTD. | 3
What were my total sales in PRODUCE HBC WTD? | Total sales excluding HBC WTD. | Total sales in PRODUCE HBC WTD. | 3
What were my total sales in DELI BAKERY WTD? | Total sales in the DELI department WTD. | Total sales in DELI BAKERY WTD. | 3
What were my total sales in DELI MEAT WTD? | Total sales in the DELI department WTD. | Total sales in DELI MEAT WTD. | 3
What were my total sales in DELI GROCERY WTD? | Total sales in the DELI department WTD. | Total sales in DELI GROCERY WTD. | 3
What were my total sales in DELI PHARMACY WTD? | Total sales excluding DELI PTD. | Total sales in DELI PHARMACY WTD. | 3
What were my total sales in DELI HBC WTD? | Total sales in store Delhi WTD. | Total sales in DELI HBC WTD. | 3
What were my total sales in BAKERY MEAT WTD? | Total sales excluding MEAT YTD. | Total sales in BAKERY MEAT WTD. | 3
What were my total sales in BAKERY GROCERY WTD? | Total sales excluding BAKERY YTD. | Total sales in BAKERY GROCERY WTD. | 3
What were my total sales in BAKERY PHARMACY WTD? | Total sales excluding PHARMACY WTD. | Total sales in BAKERY PHARMACY WTD. | 3
What were my total sales in BAKERY HBC WTD? | Total sales in the HBC department Last Week. | Total sales in BAKERY HBC WTD. | 3
What were my total sales in MEAT GROCERY WTD? | Total sales excluding MEAT WTD. | Total sales in MEAT GROCERY WTD. | 3
What were my total sales in MEAT PHARMACY WTD? | Total sales excluding MEAT WTD. | Total sales in MEAT PHARMACY WTD. | 3
What were my total sales in MEAT HBC WTD? | Total sales in the MEAT HBC departments WTD. | Total sales in MEAT HBC WTD. | 3
What were my total sales in GROCERY PHARMACY WTD? | Total sales excluding PHARMACY WTD. | Total sales in GROCERY PHARMACY WTD. | 3
What were my total sales in GROCERY HBC WTD? | Total sales excluding HBC WTD. | Total sales in GROCERY HBC WTD. | 3
What were my total sales in PHARMACY HBC WTD? | Total sales in the PHARMACY HBC departments WTD. | Total sales in PHARMACY HBC WTD. | 3
What were my total sales in FLORAL SEAFOOD Rolling 13 Periods? | Total sales excluding SEAFOOD Rolling 13 Periods. | Total sales in FLORAL SEAFOOD Rolling 13 Periods. | 3
What were my total sales in FLORAL GM Rolling 13 Periods? | Total sales excluding GM Rolling 13 Periods. | Total sales in FLORAL GM Rolling 13 Periods. | 3
What were my total sales in FLORAL PRODUCE Rolling 13 Periods? | Total sales excluding FLORAL Rolling 13 Periods. | Total sales in FLORAL PRODUCE Rolling 13 Periods. | 3
What were my total sales in FLORAL DELI Rolling 13 Periods? | Total sales in the FLORAL DELI departments Rolling 13 Periods. | Total sales in FLORAL DELI Rolling 13 Periods. | 3
What were my total sales in FLORAL BAKERY Rolling 13 Periods? | Total sales excluding FLORAL Rolling 13 Periods. | Total sales in FLORAL BAKERY Rolling 13 Periods. | 3
What were my total sales in FLORAL MEAT Rolling 13 Periods? | Total sales excluding MEAT Rolling 13 Periods. | Total sales in FLORAL MEAT Rolling 13 Periods. | 3
What were my total sales in FLORAL GROCERY Rolling 13 Periods? | Total sales excluding FLORAL Rolling 13 Weeks. | Total sales in FLORAL GROCERY Rolling 13 Periods. | 3
What were my total sales in FLORAL PHARMACY Rolling 13 Periods? | Total sales excluding FLORAL Rolling 13 Periods. | Total sales in FLORAL PHARMACY Rolling 13 Periods. | 3
What were my total sales in FLORAL HBC Rolling 13 Periods? | Total sales excluding HBC Rolling 13 Periods. | Total sales in FLORAL HBC Rolling 13 Periods. | 3
What were my total sales in SEAFOOD GM Rolling 13 Periods? | Total sales excluding SEAFOOD Rolling 13 Periods. | Total sales in SEAFOOD GM Rolling 13 Periods. | 3
What were my total sales in SEAFOOD PRODUCE Rolling 13 Periods? | Total sales excluding SEAFOOD Rolling 13 Periods. | Total sales in SEAFOOD PRODUCE Rolling 13 Periods. | 3
What were my total sales in SEAFOOD DELI Rolling 13 Periods? | Total sales in the SEAFOOD DELI departments Rolling 13 Periods. | Total sales in SEAFOOD DELI Rolling 13 Periods. | 3
What were my total sales in SEAFOOD BAKERY Rolling 13 Periods? | Total sales excluding SEAFOOD Rolling 13 Periods. | Total sales in SEAFOOD BAKERY Rolling 13 Periods. | 3
What were my total sales in SEAFOOD MEAT Rolling 13 Periods? | Total sales excluding SEAFOOD Rolling 13 Periods. | Total sales in SEAFOOD MEAT Rolling 13 Periods. | 3
